combo,workload,policy,per_gpu_rate,ttft_s_p90,tpot_s_p90,context_queue_s_median,bridge_queue_s_median,decode_queue_s_median,context_exec_s_median,decode_exec_s_median,phase_decode_handoff_debt_pressure_mean,phase_decode_rho_hard_mean,phase_decode_infeasible_rounds,phase_context_prefill_budget_ratio_mean,phase_decode_kas_intensity_mean
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,3.0,42.21078504445031,1.324819526939581,7.3795828223228455,11.928161919116974,0.0013889670372009,0.08747380971908565,3.6643744111061096,0.6557010335743727,0.30789133247089256,0.0,0.7512556067395344,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,3.25,42.0330860607326,1.238166122775374,7.262419700622559,11.963560461997986,0.0013837814331054,0.082102358341217,3.684654176235199,0.6576231551889555,0.3078913324708926,0.0,0.751203645498397,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,3.5,43.47631929479539,1.3432608518380182,8.296036064624786,11.379237115383148,0.00139164924621575,0.08350968360900875,3.735339045524597,0.6561753047533339,0.30789133247089256,0.0,0.7512096995304087,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,3.75,44.523844223842026,1.32497489658523,8.307804107666016,11.27225911617279,0.0013895630836486001,0.08420521020889274,3.775138199329376,0.6570443922878956,0.30789133247089256,0.0,0.7511982503841035,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,4.0,44.47876862678677,1.2449165562060296,9.118216574192047,11.748152017593384,0.00138884782791135,0.0996542572975158,3.7711440920829773,0.6686132892121892,0.30789133247089256,0.0,0.7511772590216923,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,4.25,49.80632443130016,1.2792206353281976,9.724988877773287,12.266862094402313,0.001392126083374,0.0976845622062683,3.787475824356079,0.6637537318807888,0.3078913324708925,0.0,0.7511734399201971,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,4.5,49.33643146175891,1.329107073374619,9.12602972984314,12.428722262382507,0.00139582157135005,0.09662175178527825,3.724630117416382,0.6623214579520482,0.30789133247089256,0.0,0.7511770942869961,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,4.75,48.719463584851475,1.2471413263462154,10.580517411231995,12.318925619125366,0.0013908147811889,0.09053003787994379,3.7334083318710327,0.6633346326180953,0.3078913324708926,0.0,0.7511784262493226,1.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,phase,5.0,49.21307510752231,1.2855633316378965,10.859986424446106,12.366361141204834,0.00138533115386955,0.0909960269927978,3.73283988237381,0.6638164742423436,0.3078913324708926,0.0,0.7511785864785986,1.0
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,0.25,0.1933914681896567,0.0278326394181027,0.00040811300277704995,0.010770559310913051,0.00016826391220089998,0.0725261569023132,2.071512222290039,,,,,
